ESI | ECOLE SUPERIEURE D INFORMATIQUE
ESI-SBA | ECOLE SUPERIEURE D INFORMATIQUE DE SIDI BEL ABBES
ENP | ECOLE NATIONALE POLYTECHNIQUE D'ALGER
USTHB | UNIVERSITE DES SCIENCES ET DE LA TECHNOLOGIE HOUARI-BOUMEDIENE
ECOLE SUPERIEURE DE COMMERCE - KOLEA
ECOLE DES HAUTES ETUDES COMMERCIALES  - KOLEA
ECOLE NATIONALE SUPERIEURE AGRONOMIQUE-ALGER
ECOLE NORMALE SUPERIEURE KOUBA (E.N.S)
ECOLE NATIONALE SUPERIEURE VETERINAIRE - ALGER
ECOLE NATIONALE SUP. DES SCI. DE LA MER ET DE L AMENAGEMENT DU LITTORAL-ALGER
UNIVERSITE TIZI OUZOU
UNIVERSITE CHLEF
UNIVERSITE MEDEA
UNIVERSITE LAGHOUAT
UNIVERSITE BEJAIA
UNIVERSITE DJELFA
ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S)
UNIVERSITE BOUMERDES
UNIVERSITE DJILALI BOUNAAMA KHEMIS MILIANA
C. UNIVERSITE TAMANGHASSET
UNIVERSITE GHARDAIA
UNIVERSITE ALGER 1
UNIVERSITE ALGER 2
UNIVERSITE ALGER 3
C. UNIVERSITE TIPAZA
UNIVERSITE BLIDA 1
UNIVERSITE BLIDA 2
C. UNIV ILLIZI
ECOLE NORMALE SUPERIEURE DE LAGHOUAT
C. UNIVERSITE AFLOU
DAR EL IMAM MOHAMMEDIA (UNIVERSITE ALGER 1)
ECOLE NATIONALE SUP. EN STATISTIQUE ET EN ECONOMIQUE APPLIQUEE- KOLEA
UNIVERSITE BLIDA 1 - I.S.T.A
UNIVERSITE BOUIRA –  I.S.T.A
ECOLE SUPERIEURE DE  GESTION ET DE COMMERCE INTERNATIONAL- KOLEA
MR LE CHEF DU CABINET
CONFERENCE REGIONALE CENTRE
CONFERENCE REGIONALE EST
CONFERENCE REGIONALE OUEST
ECOLE NATIONALE SUPERIEURE DES TRAVAUX PUBLICS-ALGER 
DES
DGR
DRI
UNIVERSITE CONSTANTINE 1
UNIVERSITE EL TARF
UNIVERSITE ANNABA
UNIVERSITE SETIF 1
UNIVERSITE BATNA 1
UNIVERSITE OUM EL BOUAGHI
UNIVERSITE JIJEL
UNIVERSITE TEBESSA
UNIVERSITE BISKRA
UNIVERSITE MSILA
UNIVERSITE GUELMA
UNIVERSITE SKIKDA
UNIVERSITE OUARGLA
UNIVERSITE SCI ISLAMIQUES EMIR (E.A.K)
ECOLE NORMALE SUPERIEURE DE CONSTANTINE (E.N.S)
UNIV  BORDJ BOU ARRERIDJ
UNIV KHENCHELA
UNIV EL-OUED
UNIV SOUK AHRAS
UNIV BOUIRA
C. UNIV MILA
ECOLE NATIONALE SUPERIEURE DES MINES ET DE LA METALLURGIE ( ANNABA)
ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T)
UNIVERSITE CONSTANTINE 2
UNIVERSITE CONSTANTINE 3
UNIVERSITE SETIF 2
ECOLE NATIONALE SUPERIEURE POLYTHECHNIQUE DE CONSTANTINE
INSTITUT VETERINAIRE- UNIVERSITEBATNA 1
ECOLE NORMALE SUPERIEURE DE OUARGLA
ECOLE NORMALE SUPERIEURE DE SETIF
C . UNIV BARIKA
UNIVERSITE BATNA 2
UNIVERSITE CONSTANTINE 1 - I.S.T.A
INSTITUT VETERINAIRE - UNIVERSITECONSTANTINE 1
E.N.S. BOU SAADA
UNIVERSITE OUARGLA – I.S.T.A.
UNIVERSITE OUM EL BOUAGHI – I.S.T.A
UNIVERSITE BATNA 1 (SCIENCES AGRONOMIQUES)
UNIVERSITE BATNA 2 (SCIENCES BIOLOGIQUES)
UNIVERSITE CONSTANTINE 3 (GENIE DES PROCEDES)
ECOLE NATIONALE SUPERIEURE HYDRAULIQUE-BLIDA 
MR HAOUCHINE
ADMINISTRATEUR DU SITE
MINISTERE DE LENSEIGNEMENT SUPERIEUR
MR MOSTEGHANEMI
EPAU | ECOLE POLYTECHNIQUE D'ARCHITECTURE ET D'URBANISME-ALGER 
ECOLE NATIONALE SUPERIEURE EN INFORMATIQUE - ALGER
ENST | ECOLE NATIONALE SUPERIEURE DE TECHNOLOGIE-ALGER 
ECOLE NATIONALE SUPERIEURE DE BIOTECHNOLOGIE DE CONSTANTINE
ECOLE SUPERIEURE DES TECHNOLOGIES INDUSTRIELLES DE ANNABA
EPST | ECOLE SUPERIEURE DES SCIENCES APPLIQUEES DE TLEMCEN
ECOLE SUPERIEURE EN GENIE ELECTRIQUE ET ENERGETIQUE D ORAN
ECOLE SUPERIEURE DE COMPTABILITE ET DE FINANCE DE CONSTANTINE
ECOLE SUPERIEURE DES SCIENCES DE GESTION DE ANNABA
ESM | ECOLE SUPERIEURE DE MANAGEMENT DE TLEMCEN
ECOLE SUPERIEURE D ECONOMIE D ORAN
ECOLE NATIONALE POLYTECHNIQUES D ORAN
ECOLE SUPERIEURE DE JOURNALISME ET DES SCIENCES DE L'INFORMATION-ALGER
ECOLE NATIONALE  SUPERIEURE DES SCIENCES POLITIQUES-ALGER
ECOLE SUPERIEURE DES SCIENCES APPLIQUEES D'ALGER
ECOLE SUP. DES SCI. DE L ALIMENT ET DES INDUSTRIES AGROALIMENTAIRES ALGER
ECOLE SUPERIEURE AGRONOMIQUE DE MOSTAGANEM 
ECOLE SUPERIEURE DES SCIENCES BIOLOGIQUES D'ORAN
MR LE SECRETAIRE GENERAL
U.S.T.O.  (ORAN)
E.N.S  ORAN
UNIVERSITE TLEMCEN ABOU BEKR BELKAID
UNIVERSITE SIDI BEL ABBES
UNIVERSITE  MOSTAGANEM
UNIVERSITE  SAIDA
UNIVERSITE TIARET
UNIVERSITE BECHAR
UNIVERSITE ADRAR
UNIVERSITE MASCARA
UNIVERSITE TIARET (+A. KSAR CHELLALA)
C. UNIVERSITE TISSEMSILT
C. UNIVERSITE  AIN TEMOUCHENT
C. UNIVERSITE RELIZANE
C. UNIVERSITE NAAMA
C. UNIVERSITE EL BAYADH
C. UNIVERSITE TINDOUF
E.N.S MOSTAGANEM
UNIVERSITE ORAN 1
UNIVERSITE ORAN 2
UNIVERSITE TIARET (+ A. SOUGHEUR)
INSTITUT VETERINAIRE - UNIVERSITE TIARET
ECOLE NORMALE SUPERIEURE DE BECHAR
UNIVERSITE TIARET (+ A.SOUGHEUR+A. KSAR CHELLALA)
C. UNIV MAGHNIA
UNIVERSITE TLEMCEN - I.S.T.A
UNIVERSITE ORAN 1 - I.S.T.A